Date,Open,High,Low,Close
2023-06-29,1860.260009765625,1883.77001953125,1860.260009765625,1881.5899658203125
2023-06-30,1889.199951171875,1898.4000244140625,1887.550048828125,1888.72998046875
2023-07-03,1887.030029296875,1898.5999755859375,1885.6300048828125,1896.780029296875
2023-07-05,1891.9599609375,1891.9599609375,1872.9100341796875,1872.9100341796875
2023-07-06,1867.1300048828125,1867.1300048828125,1823.9100341796875,1842.22998046875
2023-07-07,1843.1600341796875,1878.9000244140625,1843.1600341796875,1864.6600341796875
2023-07-10,1862.2099609375,1895.5699462890625,1860.4200439453125,1895.25
2023-07-11,1899.260009765625,1915.1800537109375,1895.8800048828125,1913.3599853515625
2023-07-12,1931.8299560546875,1944.22998046875,1931.280029296875,1933.3800048828125
2023-07-13,1937.9000244140625,1952.5400390625,1936.510009765625,1950.8900146484375
2023-07-14,1949.8599853515625,1949.8599853515625,1920.3399658203125,1931.0899658203125
2023-07-17,1929.4200439453125,1958.050048828125,1926.6400146484375,1951.27001953125
2023-07-18,1952.1099853515625,1977.5799560546875,1952.1099853515625,1976.0699462890625
2023-07-19,1981.780029296875,1990.25,1977.25,1984.8900146484375
2023-07-20,1984.52001953125,1984.52001953125,1960.1700439453125,1967.1600341796875
2023-07-21,1976.93994140625,1981.6400146484375,1958.739990234375,1960.260009765625
2023-07-24,1961.0400390625,1973.3199462890625,1958.3299560546875,1965.6800537109375
2023-07-25,1963.6199951171875,1976.9300537109375,1961.4200439453125,1966.1099853515625
2023-07-26,1964.5699462890625,1984.780029296875,1962.489990234375,1980.3599853515625
2023-07-27,1988.6199951171875,1994.8199462890625,1949.0899658203125,1954.9000244140625
2023-07-28,1964.969970703125,1983.8399658203125,1964.969970703125,1981.5400390625
2023-07-31,1984.800048828125,2003.6199951171875,1984.800048828125,2003.1800537109375
2023-08-01,1996.8900146484375,1996.8900146484375,1976.7900390625,1994.1700439453125
2023-08-02,1981.280029296875,1981.280029296875,1957.1300048828125,1966.8299560546875
2023-08-03,1962.4000244140625,1970.5400390625,1948.699951171875,1961.4000244140625
2023-08-04,1961.77001953125,1977.489990234375,1955.1400146484375,1957.4599609375
2023-08-07,1959.1199951171875,1961.489990234375,1944.81005859375,1958.93994140625
2023-08-08,1945.0999755859375,1947.6300048828125,1924.22998046875,1947.4200439453125
2023-08-09,1946.6600341796875,1946.6600341796875,1925.1300048828125,1930.77001953125
2023-08-10,1933.97998046875,1953.1400146484375,1916.6099853515625,1922.6199951171875
2023-08-11,1918.199951171875,1929.3800048828125,1914.0999755859375,1925.1099853515625
2023-08-14,1919.949951171875,1920.9000244140625,1903.52001953125,1920.489990234375
2023-08-15,1913.6300048828125,1913.6300048828125,1895.75,1895.75
2023-08-16,1893.97998046875,1901.4300537109375,1871.52001953125,1871.52001953125
2023-08-17,1874.1600341796875,1877.8299560546875,1850.06005859375,1850.06005859375
2023-08-18,1841.010009765625,1864.6800537109375,1830.8399658203125,1859.4200439453125
2023-08-21,1860.1300048828125,1863.7099609375,1846.300048828125,1856.010009765625
2023-08-22,1860.0,1866.18994140625,1847.27001953125,1850.8399658203125
2023-08-23,1851.8599853515625,1873.47998046875,1849.8299560546875,1870.030029296875
2023-08-24,1868.3199462890625,1871.8599853515625,1845.97998046875,1846.280029296875
2023-08-25,1850.6099853515625,1861.8499755859375,1831.949951171875,1853.6300048828125
2023-08-28,1859.3299560546875,1877.449951171875,1859.3299560546875,1869.010009765625
2023-08-29,1868.6700439453125,1896.6600341796875,1864.1500244140625,1895.5400390625
2023-08-30,1893.469970703125,1908.8900146484375,1889.280029296875,1903.2099609375
2023-08-31,1904.3599853515625,1913.199951171875,1898.949951171875,1899.6800537109375
2023-09-01,1908.1700439453125,1926.81005859375,1908.1700439453125,1920.8299560546875
2023-09-05,1916.280029296875,1916.280029296875,1880.449951171875,1880.449951171875
2023-09-06,1880.739990234375,1890.8299560546875,1864.4599609375,1874.280029296875
2023-09-07,1871.6199951171875,1871.6199951171875,1848.719970703125,1855.760009765625
2023-09-08,1856.050048828125,1857.8599853515625,1848.5899658203125,1851.5400390625
2023-09-11,1863.1099853515625,1866.550048828125,1853.8800048828125,1855.1400146484375
2023-09-12,1851.5699462890625,1864.3299560546875,1851.2900390625,1855.3199462890625
2023-09-13,1855.25,1857.0,1837.56005859375,1840.8399658203125
2023-09-14,1855.300048828125,1868.1700439453125,1854.3699951171875,1866.6300048828125
2023-09-15,1861.56005859375,1861.6800537109375,1840.0,1847.030029296875
2023-09-18,1847.7099609375,1847.7099609375,1834.300048828125,1834.300048828125
2023-09-19,1834.3900146484375,1840.56005859375,1823.050048828125,1826.530029296875
2023-09-20,1834.43994140625,1843.5,1810.0799560546875,1810.0999755859375
2023-09-21,1795.219970703125,1795.800048828125,1781.8199462890625,1781.8299560546875
2023-09-22,1787.52001953125,1791.1400146484375,1776.5,1776.5
2023-09-25,1768.6700439453125,1788.030029296875,1766.5400390625,1784.239990234375
2023-09-26,1774.6400146484375,1786.050048828125,1761.6099853515625,1761.6099853515625
2023-09-27,1771.1600341796875,1786.5999755859375,1765.6400146484375,1778.9000244140625
2023-09-28,1778.030029296875,1802.6099853515625,1777.8900146484375,1794.31005859375
2023-09-29,1805.469970703125,1809.68994140625,1781.050048828125,1785.0999755859375
2023-10-02,1780.8599853515625,1782.02001953125,1749.4300537109375,1756.8199462890625
2023-10-03,1749.18994140625,1749.18994140625,1721.47998046875,1727.1500244140625
2023-10-04,1727.0899658203125,1731.22998046875,1709.5899658203125,1729.010009765625
2023-10-05,1724.68994140625,1734.31005859375,1717.3399658203125,1731.510009765625
2023-10-06,1723.7099609375,1754.25,1713.9200439453125,1745.56005859375
2023-10-09,1738.3900146484375,1761.02001953125,1735.72998046875,1755.989990234375
2023-10-10,1759.52001953125,1785.8900146484375,1759.52001953125,1775.949951171875
2023-10-11,1777.5699462890625,1786.6400146484375,1761.81005859375,1773.300048828125
2023-10-12,1774.3399658203125,1774.9200439453125,1725.43994140625,1734.25
2023-10-13,1738.0899658203125,1740.5699462890625,1715.3199462890625,1719.7099609375
2023-10-16,1734.1300048828125,1749.2099609375,1728.1800537109375,1747.06005859375
2023-10-17,1735.75,1779.8499755859375,1735.7099609375,1766.050048828125
2023-10-18,1752.9200439453125,1752.9200439453125,1727.239990234375,1728.81005859375
2023-10-19,1725.699951171875,1734.5799560546875,1700.239990234375,1702.699951171875
2023-10-20,1705.550048828125,1706.02001953125,1680.0899658203125,1680.7900390625
2023-10-23,1671.760009765625,1687.739990234375,1662.6400146484375,1665.8800048828125
2023-10-24,1677.739990234375,1690.4100341796875,1671.27001953125,1679.5
2023-10-25,1666.8399658203125,1668.1700439453125,1649.8499755859375,1651.4300537109375
2023-10-26,1656.6099853515625,1670.0899658203125,1648.8299560546875,1657.0
2023-10-27,1660.739990234375,1661.18994140625,1633.6700439453125,1636.93994140625
2023-10-30,1646.3599853515625,1657.3199462890625,1635.4100341796875,1647.2900390625
2023-10-31,1648.5999755859375,1663.5,1644.989990234375,1662.280029296875
2023-11-01,1661.4100341796875,1669.7900390625,1649.06005859375,1669.699951171875
2023-11-02,1684.449951171875,1714.6099853515625,1684.449951171875,1714.2099609375
2023-11-03,1733.6099853515625,1770.5799560546875,1733.6099853515625,1760.699951171875
2023-11-06,1760.1800537109375,1760.8599853515625,1731.6800537109375,1737.93994140625
2023-11-07,1733.72998046875,1739.260009765625,1723.550048828125,1733.1500244140625
2023-11-08,1732.9599609375,1733.1099853515625,1709.239990234375,1714.0699462890625
2023-11-09,1720.699951171875,1724.8299560546875,1685.27001953125,1687.239990234375
2023-11-10,1692.77001953125,1709.239990234375,1684.199951171875,1705.3199462890625
2023-11-13,1698.739990234375,1709.5699462890625,1690.9200439453125,1705.5
2023-11-14,1741.739990234375,1798.3199462890625,1741.739990234375,1798.3199462890625
2023-11-15,1798.199951171875,1830.0,1797.5899658203125,1801.219970703125
2023-11-16,1797.0,1797.0,1767.4200439453125,1773.760009765625
2023-11-17,1784.8599853515625,1798.43994140625,1784.8599853515625,1797.77001953125
2023-11-20,1798.56005859375,1809.2099609375,1794.7099609375,1807.0799560546875
2023-11-21,1799.3299560546875,1799.3299560546875,1783.260009765625,1783.260009765625
2023-11-22,1792.510009765625,1803.1199951171875,1789.8800048828125,1795.5400390625
2023-11-24,1794.989990234375,1810.260009765625,1794.68994140625,1807.5
2023-11-27,1801.030029296875,1804.5,1790.949951171875,1801.1500244140625
2023-11-28,1799.7099609375,1804.1099853515625,1789.199951171875,1792.81005859375
2023-11-29,1804.22998046875,1827.06005859375,1801.9100341796875,1803.81005859375
2023-11-30,1808.6199951171875,1816.530029296875,1805.219970703125,1809.02001953125
2023-12-01,1806.1300048828125,1863.6600341796875,1800.81005859375,1862.6400146484375
2023-12-04,1857.1700439453125,1882.0899658203125,1854.3800048828125,1882.02001953125
2023-12-05,1876.5999755859375,1876.5999755859375,1855.050048828125,1856.0400390625
2023-12-06,1864.22998046875,1888.719970703125,1851.9599609375,1852.050048828125
2023-12-07,1854.530029296875,1868.25,1848.780029296875,1868.25
2023-12-08,1866.77001953125,1887.81005859375,1863.6600341796875,1880.8199462890625
2023-12-11,1879.6600341796875,1885.4200439453125,1873.5799560546875,1883.6800537109375
2023-12-12,1883.1800537109375,1887.949951171875,1871.010009765625,1881.27001953125
2023-12-13,1882.1400146484375,1948.050048828125,1870.3399658203125,1947.510009765625
2023-12-14,1966.8800048828125,2008.6600341796875,1966.8800048828125,2000.510009765625
2023-12-15,2005.1500244140625,2009.0799560546875,1975.1300048828125,1985.1300048828125
2023-12-18,1991.6099853515625,1996.510009765625,1980.75,1982.4200439453125
2023-12-19,1996.3299560546875,2024.25,1995.239990234375,2020.949951171875
2023-12-20,2016.8699951171875,2039.81005859375,1982.56005859375,1982.8399658203125
2023-12-21,2005.8199462890625,2017.1800537109375,1997.449951171875,2017.06005859375
2023-12-22,2028.219970703125,2042.469970703125,2025.75,2033.9599609375
2023-12-26,2043.1400146484375,2064.639892578125,2039.3499755859375,2059.18994140625
2023-12-27,2063.590087890625,2071.780029296875,2056.3701171875,2066.2099609375
2023-12-28,2058.179931640625,2068.85009765625,2053.639892578125,2058.340087890625
2023-12-29,2054.22998046875,2056.6201171875,2027.0699462890625,2027.0699462890625
