Date,Open,High,Low,Close,Daily_Price_Change
2023-01-04,138.2100067138672,138.39999389648438,136.64999389648438,137.19000244140625,-0.7882530716754821
2023-01-05,135.72000122070312,136.24000549316406,134.6699981689453,135.52000427246094,-1.217288533585792
2023-01-06,136.13999938964844,139.5399932861328,135.91000366210938,138.97000122070312,2.5457473726949065
2023-01-09,139.30999755859375,141.66000366210938,139.24000549316406,139.94000244140625,0.6979932447166215
2023-01-10,139.0,139.35000610351562,138.1699981689453,139.13999938964844,-0.5716757451771359
2023-01-11,139.6699981689453,139.6699981689453,138.6300048828125,138.85000610351562,-0.2084183465609457
2023-01-12,142.25999450683594,142.74000549316406,140.7100067138672,142.36000061035156,2.527903746881477
2023-01-13,140.4199981689453,140.97999572753906,139.52000427246094,140.3000030517578,-1.4470339630245577
2023-01-17,144.64999389648438,145.72000122070312,144.27000427246094,144.77000427246094,3.186030736616674
2023-01-18,148.0,148.10000610351562,145.07000732421875,145.50999450683594,0.5111488654668594
2023-01-19,144.8800048828125,145.10000610351562,143.6199951171875,144.17999267578125,-0.914027820262342
2023-01-20,144.9199981689453,146.32000732421875,144.5,146.11000061035156,1.3386100933645784
2023-01-23,145.77000427246094,146.58999633789062,145.1199951171875,146.02999877929688,-0.054754521059807715
2023-01-24,150.39999389648438,150.39999389648438,145.0,146.00999450683594,-0.013698741784673452
2023-01-25,145.97999572753906,146.47000122070312,145.2100067138672,146.14999389648438,0.0958834291592936
2023-01-26,145.52000427246094,146.19000244140625,144.41000366210938,145.47000122070312,-0.4652704099754379
2023-01-27,146.0,147.72999572753906,145.74000549316406,147.16000366210938,1.1617532324360358
2023-01-30,146.0,146.2899932861328,145.08999633789062,145.17999267578125,-1.345481745756394
2023-01-31,146.3000030517578,147.11000061035156,145.8800048828125,147.11000061035156,1.3293897451010617
2023-02-01,146.5800018310547,149.00999450683594,146.5800018310547,148.5800018310547,0.9992530858569548
2023-02-02,147.0,147.36000061035156,144.61000061035156,146.6199951171875,-1.3191591665854485
2023-02-03,145.6199951171875,146.41000366210938,144.4499969482422,144.7100067138672,-1.3026793526992875
2023-02-06,144.0,144.39999389648438,142.97000122070312,143.7899932861328,-0.6357635167231424
2023-02-07,143.52000427246094,144.97000122070312,143.05999755859375,144.63999938964844,0.591144129080079
2023-02-08,144.0,144.63999938964844,143.30999755859375,143.8300018310547,-0.5600093763908798
2023-02-09,146.36000061035156,147.49000549316406,144.69000244140625,144.8300018310547,0.6952652348392707
2023-02-10,143.6699981689453,143.97999572753906,142.50999450683594,143.4199981689453,-0.9735577189000866
