Date,Open,High,Low,Close,Daily_Price_Change
2023-01-04,85.88999938964844,88.83999633789062,84.79000091552734,88.72000122070312,4.499410631529632
2023-01-05,88.4800033569336,88.5,86.75,87.70999908447266,-1.1384153768415173
2023-01-06,88.5199966430664,88.73999786376953,85.70999908447266,88.5199966430664,0.9234951169178052
2023-01-09,90.25499725341797,92.05000305175781,88.87999725341797,89.23999786376953,0.8133769182192108
2023-01-10,88.86000061035156,89.62000274658203,86.75,88.54000091552734,-0.7843982126834792
2023-01-11,89.0,94.83000183105469,88.86399841308594,94.44000244140625,6.663656499741699
2023-01-12,95.30999755859375,98.94999694824219,94.0199966430664,98.48999786376953,4.288432144922938
2023-01-13,97.5,100.69999694824219,97.41999816894531,100.37000274658203,1.9088282298603598
2023-01-17,99.91500091552734,102.73500061035156,99.0999984741211,101.2699966430664,0.8966761700273329
2023-01-18,101.41000366210938,103.80000305175781,100.31999969482422,101.11000061035156,-0.15798957047343798
2023-01-19,99.83999633789062,100.5199966430664,97.56999969482422,99.0999984741211,-1.9879360341183538
2023-01-20,99.01000213623047,101.37000274658203,98.11100006103516,101.27999877929688,2.199798525471275
2023-01-23,101.98999786376953,105.37999725341797,101.3499984741211,105.22000122070312,3.8902078286869424
2023-01-24,104.69999694824219,106.38999938964844,103.81999969482422,104.12999725341797,-1.0359284875874786
2023-01-25,100.36000061035156,104.67500305175781,99.84100341796875,104.44000244140625,0.29770978216183686
2023-01-26,106.30000305175781,109.48999786376953,105.67500305175781,109.41999816894531,4.768283809963503
2023-01-27,108.86000061035156,117.12000274658203,108.73500061035156,115.94000244140625,5.958695285658844
2023-01-30,114.12999725341797,115.08000183105469,109.2750015258789,109.4800033569336,-5.571846600346076
2023-01-31,109.4800033569336,111.2300033569336,108.81999969482422,111.11000061035156,1.4888538577257249
2023-02-01,111.11000061035156,114.88999938964844,109.83000183105469,113.98999786376953,2.5920234340720993
2023-02-02,116.25,119.8499984741211,116.23999786376953,118.5199966430664,3.974031813484835
2023-02-03,116.04000091552734,121.4000015258789,115.8499984741211,118.69999694824219,0.15187336337669777
2023-02-06,117.41000366210938,119.33399963378906,116.80999755859375,118.3499984741211,-0.2948597161916533
2023-02-07,117.91000366210938,120.20999908447266,115.13800048828125,119.69000244140625,1.1322382632545258
2023-02-08,119.38999938964844,119.80999755859375,115.56999969482422,116.36000061035156,-2.7821887903167863
2023-02-09,118.0,119.27999877929688,114.5199966430664,114.94000244140625,-1.220349055944392
2023-02-10,112.25,113.36000061035156,106.53800201416016,108.87000274658203,-5.281015804674761
2023-02-13,110.0,116.9000015258789,109.80999755859375,116.41999816894531,6.934872078526078
2023-02-14,116.29000091552734,121.31999969482422,115.19999694824219,120.87000274658203,3.8223712829637657
2023-02-15,130.0,138.75,129.85000610351562,137.00999450683594,13.353182256554819
2023-02-16,135.64999389648438,144.6300048828125,134.72999572753906,139.4199981689453,1.7589984371462197
2023-02-17,137.43499755859375,138.39999389648438,130.72999572753906,131.60000610351562,-5.608945752497885
2023-02-21,129.77000427246094,132.85000610351562,128.14500427246094,128.77999877929688,-2.1428626089884495
2023-02-22,128.13999938964844,128.8800048828125,124.55000305175781,127.20999908447266,-1.2191331803899752
2023-02-23,128.2100067138672,128.85000610351562,121.91999816894531,125.5199966430664,-1.3285138381960215
2023-02-24,123.04000091552734,124.8499984741211,120.19100189208984,122.77999877929688,-2.1829174131999807
2023-02-27,123.94999694824219,125.05999755859375,122.7300033569336,123.52999877929688,0.6108486784953904
2023-02-28,125.11000061035156,126.38400268554688,123.02999877929688,123.27999877929688,-0.20237999066660128
2023-03-01,122.375,123.30000305175781,120.38999938964844,120.83000183105469,-1.9873434235088805
2023-03-02,119.66999816894531,123.26000213623047,119.36000061035156,122.37999725341797,1.2827902001776748
2023-03-03,123.18000030517578,125.87000274658203,122.69999694824219,125.7300033569336,2.7373804369178245
2023-03-06,126.3550033569336,129.44000244140625,125.27999877929688,126.33000183105469,0.47721184928133376
2023-03-07,125.73999786376953,130.85000610351562,125.5,126.94000244140625,0.482862820794816
2023-03-08,126.9000015258789,127.66000366210938,124.73999786376953,125.0,-1.52828297155716
2023-03-09,125.05999755859375,125.19999694824219,119.70999908447266,119.83999633789062,-4.1280029296875025
2023-03-10,119.73500061035156,121.44000244140625,115.8499984741211,118.30000305175781,-1.2850411658815286
2023-03-13,115.72200012207031,117.9000015258789,113.66000366210938,115.95999908447266,-1.978025280575335
2023-03-14,118.94000244140625,119.0999984741211,114.91000366210938,116.36000061035156,0.3449478518773752
2023-03-15,113.86000061035156,114.31999969482422,111.51000213623047,113.58000183105469,-2.3891360989298227
2023-03-16,113.94999694824219,120.05999755859375,113.51000213623047,119.98999786376953,5.643595641290289
2023-03-17,119.71499633789062,119.95999908447266,116.55000305175781,118.1500015258789,-1.5334580970487788
2023-03-20,118.05999755859375,119.0199966430664,116.625,118.4000015258789,0.2115954268060216
2023-03-21,120.0,124.43000030517578,119.8499984741211,123.69000244140625,4.4679061210747495
2023-03-22,123.88999938964844,125.43000030517578,121.0,121.16999816894531,-2.0373548570788547
2023-03-23,122.51000213623047,124.66000366210938,118.33000183105469,120.30000305175781,-0.7179954859572457
2023-03-24,119.5,119.69999694824219,115.38999938964844,116.91999816894531,-2.8096465478544386
2023-03-27,117.98999786376953,119.27400207519531,116.73999786376953,117.91000366210938,0.8467375202431571
2023-03-28,117.97000122070312,118.30999755859375,116.01499938964844,116.61000061035156,-1.102538386380847
2023-03-29,118.33999633789062,119.19000244140625,117.1510009765625,118.80000305175781,1.8780571391334266
2023-03-30,120.80000305175781,122.6500015258789,120.11000061035156,122.27999877929688,2.9292892576971763
2023-03-31,123.30000305175781,125.94000244140625,122.80000305175781,124.4000015258789,1.7337281384901093
2023-04-03,123.0,123.08999633789062,119.71099853515625,121.45999908447266,-2.3633459850035843
2023-04-04,121.68000030517578,122.05999755859375,118.20999908447266,118.45999908447266,-2.4699489730059754
2023-04-05,117.87000274658203,117.87000274658203,111.48999786376953,115.33999633789062,-2.6338027778956774
2023-04-06,113.33999633789062,113.41500091552734,107.66000366210938,109.69000244140625,-4.898555640605895
2023-04-10,108.69000244140625,112.62999725341797,108.4000015258789,112.5999984741211,2.6529273114651364
2023-04-11,113.55999755859375,114.80000305175781,112.58999633789062,114.25,1.465365495771409
